Typ ; Linje ; JourneyID ; Dagar ; JourneyIDRef
731 ; Buss 731 ; 9015014673100040 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=857604%2F286289%2F536480%2F17629%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300022 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=958902%2F320085%2F615342%2F11965%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400046 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=605307%2F202253%2F396352%2F3593%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200034 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=817692%2F273000%2F739006%2F96945%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100031 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=5826%2F4985%2F812490%2F404303%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100032 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=482004%2F163724%2F537982%2F108323%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300030 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=175767%2F61674%2F556434%2F219629%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400030 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=641397%2F216899%2F513684%2F43052%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000039 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=646170%2F224029%2F360302%2F35258%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200032 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=938841%2F328999%2F147340%2F239277%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200031 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=341577%2F132554%2F271504%2F21902%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103058 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=103185%2F47724%2F442968%2F187089%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100044 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=347568%2F116274%2F827026%2F297657%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103110 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=842430%2F294145%2F44118%2F258751%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
10 ; Skolbuss ; 9015014681000007 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=84900%2F28799%2F964308%2F453854%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100042 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=410430%2F137231%2F964152%2F345268%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400048 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=749073%2F250175%2F276010%2F111687%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200032 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=401904%2F136961%2F573812%2F152938%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=543315%2F181541%2F509416%2F73610%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100033 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=2010%2F3713%2F701968%2F350315%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100034 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=518619%2F175923%2F325712%2F10027%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300032 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=855510%2F288255%2F463730%2F53307%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400032 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=855957%2F288423%2F28476%2F271081%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000041 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=961011%2F328976%2F698526%2F28946%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200034 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=118086%2F55408%2F629332%2F275314%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200033 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=802299%2F286133%2F640930%2F53032%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103060 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=349287%2F124236%2F274346%2F20744%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100046 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=661380%2F220878%2F466104%2F12593%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103112 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=684960%2F236136%2F671946%2F107653%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120173 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=300009%2F113117%2F183168%2F8419%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101050 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=949092%2F317622%2F144586%2F244075%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100048 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=254979%2F85414%2F161162%2F4415%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300026 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=165003%2F55452%2F775046%2F332525%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400050 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=137775%2F46409%2F141190%2F24672%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200034 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=961707%2F323572%2F96024%2F272557%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200040 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=800073%2F267127%2F654600%2F60617%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100035 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=166413%2F58514%2F107228%2F1859%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=174717%2F61295%2F352114%2F117819%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300034 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=237726%2F82327%2F119866%2F19312%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400034 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=609726%2F206342%2F572710%2F83123%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000043 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=120810%2F48909%2F944738%2F432120%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=815475%2F287877%2F650036%2F53194%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200035 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=860130%2F305405%2F321658%2F125891%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103062 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=709566%2F244329%2F392802%2F40122%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
747 ; Buss 747 ; 9015014674700008 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=523281%2F191385%2F674592%2F162869%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=857565%2F288849%2F678090%2F53190%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100050 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=262632%2F87962%2F771520%2F298218%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
735 ; Buss 735 ; 9015014673500009 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=255768%2F88187%2F288006%2F58747%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
746 ; Buss 746 ; 9015014674600008 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=854655%2F287919%2F598342%2F14286%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
741 ; Buss 741 ; 9015014674100010 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=678570%2F233313%2F879260%2F213440%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110020%26station_type%3Ddep%26format%3Djson%26"}
744 ; Buss 744 ; 9015014674400012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=75942%2F32617%2F320586%2F134979%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103114 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=296691%2F106713%2F164334%2F16731%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
717 ; Buss 717 ; 9015014671700012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=676848%2F244533%2F676310%2F112539%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110019%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120174 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=807342%2F270386%2F611746%2F36759%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=692364%2F231209%2F615320%2F76876%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300028 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=270387%2F90584%2F545376%2F182559%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400052 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=371715%2F124389%2F422214%2F87205%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200040 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=825885%2F278299%2F851488%2F150449%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200042 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=647949%2F216419%2F359784%2F36100%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100037 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=862164%2F290431%2F809822%2F117526%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100038 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=87645%2F32265%2F844376%2F392984%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=728835%2F246030%2F901786%2F207952%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400036 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=917502%2F308938%2F327170%2F142250%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000045 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=320529%2F115482%2F210696%2F1517%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200038 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=920763%2F322967%2F667220%2F26700%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200037 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=131136%2F62412%2F668110%2F290344%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103064 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=477750%2F167057%2F647934%2F164719%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=781677%2F260977%2F439736%2F40694%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103116 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=984465%2F335971%2F421238%2F117538%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120175 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=611787%2F205202%2F120426%2F143716%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101056 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=548709%2F184161%2F284170%2F40823%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100056 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=32622%2F11295%2F644848%2F311555%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300030 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=53265%2F18210%2F909446%2F436969%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400054 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=780111%2F260521%2F498488%2F10797%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200042 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=936576%2F315198%2F764744%2F70180%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200044 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=957675%2F319661%2F351842%2F143314%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100039 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=374499%2F127876%2F273250%2F11796%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100040 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=756342%2F255170%2F467540%2F18346%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
