Typ ; Linje ; JourneyID ; Dagar ; JourneyIDRef
4 ; Buss 4 ; 9015014675400064 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=836277%2F281866%2F694656%2F68569%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200070 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=266109%2F104753%2F861994%2F342294%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100626 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=826389%2F275878%2F662150%2F55618%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300616 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=906891%2F302757%2F857494%2F126457%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400624 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=409710%2F137065%2F805056%2F265963%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200624 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=779076%2F260123%2F710410%2F95517%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200068 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=78834%2F29277%2F219524%2F83486%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100069 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=166197%2F58441%2F492312%2F190758%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000089 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=481428%2F169116%2F387492%2F33277%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300066 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=888336%2F304771%2F857136%2F132457%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200071 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=647388%2F234494%2F923544%2F245977%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100628 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=480798%2F160683%2F918080%2F298778%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400626 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=382200%2F127888%2F194028%2F30390%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100072 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=667560%2F225574%2F773734%2F164348%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400066 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=528303%2F179208%2F723806%2F185803%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200072 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=956553%2F334901%2F698754%2F30527%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100630 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=68736%2F23327%2F325334%2F139762%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300618 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=544032%2F181804%2F260366%2F51169%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400628 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=47571%2F16352%2F110768%2F39533%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200628 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=214134%2F71809%2F837926%2F347590%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200070 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=400305%2F136435%2F827900%2F280516%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100071 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=334143%2F114423%2F556628%2F166935%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300068 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=21303%2F10187%2F657126%2F321462%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000091 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=714990%2F246970%2F377214%2F49731%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200073 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=865404%2F307166%2F159662%2F208639%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100632 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=27924%2F9725%2F99488%2F40441%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400630 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=446529%2F149331%2F373910%2F38117%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100074 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=270687%2F93283%2F272436%2F45991%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400068 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=141210%2F50177%2F443122%2F174493%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200074 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=728643%2F258931%2F505914%2F10078%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100634 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=292032%2F97759%2F659952%2F232640%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300620 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=127383%2F42921%2F465408%2F190252%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400632 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=725346%2F242277%2F978572%2F247511%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200632 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=66210%2F22501%2F197012%2F76442%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200072 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=985674%2F331557%2F550442%2F53340%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100073 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=392973%2F134033%2F237656%2F12166%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300070 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=62220%2F23826%2F917750%2F438136%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000093 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=641298%2F222406%2F63798%2F181876%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200075 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=20097%2F25397%2F421930%2F204269%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100636 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=576141%2F192464%2F582716%2F99317%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400634 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=992634%2F331366%2F873742%2F105999%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100076 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=628971%2F212711%2F50816%2F184252%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400070 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=187392%2F65571%2F943994%2F409536%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200076 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=701700%2F249950%2F949382%2F240794%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100638 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=228684%2F76643%2F145424%2F3525%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400636 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=454923%2F152136%2F200380%2F51459%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200636 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=47433%2F16242%2F323106%2F145749%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200074 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=161328%2F56777%2F989004%2F440726%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100075 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=376908%2F128678%2F485042%2F116889%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300072 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=855774%2F288344%2F15748%2F277386%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000095 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=856308%2F294076%2F948110%2F188629%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200077 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=191265%2F82453%2F58892%2F34313%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100640 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=460728%2F153993%2F192882%2F57142%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100078 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=614805%2F207989%2F730240%2F160189%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400072 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=362289%2F123870%2F871572%2F315027%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200078 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=42099%2F30083%2F46074%2F9008%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100642 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=968388%2F323211%2F905578%2F130003%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400638 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=666531%2F222672%2F14614%2F214879%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200640 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=339645%2F113646%2F888548%2F331067%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200076 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=541455%2F183484%2F813566%2F226302%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100077 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=594024%2F201050%2F934490%2F269242%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300074 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=277374%2F95544%2F970662%2F392876%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000097 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=358332%2F128084%2F315224%2F38179%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200079 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=38250%2F31448%2F743596%2F359053%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100080 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=939969%2F316377%2F597752%2F14452%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400074 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=673908%2F227743%2F204292%2F122495%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200080 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=738276%2F262142%2F147990%2F172102%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100644 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=296349%2F99198%2F20196%2F88696%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300622 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=880836%2F294069%2F513332%2F36946%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400640 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=424674%2F142053%2F60332%2F111402%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200642 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=823176%2F274822%2F178578%2F185103%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100079 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=917844%2F308990%2F579796%2F16056%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300076 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=23487%2F10915%2F370706%2F177528%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000099 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=304479%2F110133%2F869690%2F333364%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200081 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=47430%2F34508%2F445122%2F206757%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100082 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=815646%2F274936%2F728648%2F92448%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400076 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=669888%2F226403%2F173430%2F136587%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200082 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=484245%2F177465%2F564078%2F120630%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100646 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=561171%2F187472%2F71856%2F151141%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400642 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=837399%2F279628%2F656526%2F49141%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200644 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=412359%2F137883%2F508290%2F116693%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100081 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=74604%2F27910%2F185480%2F67879%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300078 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=26397%2F11885%2F665742%2F324077%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000101 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=142788%2F56236%2F703130%2F303982%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200083 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=589545%2F215213%2F327794%2F32625%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100084 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=195309%2F68157%2F805968%2F337888%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400078 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=265272%2F91531%2F9870%2F83496%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200084 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=296262%2F114804%2F959646%2F381076%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100648 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=88260%2F29835%2F284026%2F112606%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300624 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=961650%2F321007%2F959796%2F159349%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400644 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=193149%2F64878%2F19496%2F54647%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200646 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=544536%2F181942%2F356518%2F3255%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000103 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=50058%2F25326%2F640958%2F303807%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100650 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=454134%2F151793%2F167420%2F67682%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400646 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=410334%2F137273%2F899978%2F313224%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200648 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=886251%2F295847%2F740660%2F74916%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100083 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=552978%2F187371%2F462794%2F47071%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300080 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=159213%2F56160%2F264682%2F79270%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000105 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=629301%2F218407%2F982058%2F281277%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
